time,ax,ay,az,atotal
0.0028231143951416016,0.02,-0.28,-0.18,0.33
0.011214971542358398,-0.04,-0.07,-0.25,0.26
0.021261930465698242,0.06,0.25,-0.27,0.37
0.06982207298278809,0.19,0.2,-0.16,0.31
0.07277178764343262,0.13,0.12,0.04,0.18
0.07487988471984863,-0.01,0.08,0.04,0.09
0.07843184471130371,-0.06,0.05,0.05,0.09
0.0822761058807373,-0.07,0.04,0.02,0.08
0.08441400527954102,-0.05,0.04,-0.02,0.06
0.09814095497131348,-0.02,0.02,0.01,0.03
0.10041308403015137,-0.04,0.02,0.08,0.09
0.11063885688781738,-0.03,0.01,0.13,0.13
0.12078595161437988,0.0,0.0,0.13,0.13
0.166795015335083,0.01,0.0,0.07,0.07
0.16957402229309082,-0.02,0.02,0.06,0.06
0.17184090614318848,-0.07,0.05,0.0,0.08
0.17557311058044434,-0.05,0.09,-0.01,0.1
0.17955708503723145,0.13,0.25,0.09,0.29
0.18183398246765137,0.25,0.52,0.25,0.62
0.18979096412658691,-0.32,0.27,-0.02,0.41
0.20016980171203613,-0.39,-0.59,0.01,0.7
0.2096419334411621,-0.17,-0.54,0.34,0.66
0.21982598304748535,0.1,-0.09,0.5,0.51
0.26730799674987793,0.25,0.07,0.3,0.39
0.2703840732574463,0.11,0.46,-0.12,0.48
0.2726600170135498,0.07,0.51,0.13,0.53
0.27641797065734863,-0.19,0.33,0.18,0.42
0.2805650234222412,-0.58,0.21,0.8,1.01
0.28317904472351074,-0.82,-0.05,0.94,1.24
0.2890489101409912,-0.66,-0.13,1.01,1.21
0.29909205436706543,-0.36,0.09,0.75,0.83
0.30918097496032715,-0.31,0.49,0.53,0.78
0.3190419673919678,-0.26,0.66,0.51,0.87
0.3660929203033447,-0.06,0.44,0.43,0.61
0.3686540126800537,0.08,0.1,0.2,0.23
0.37225890159606934,0.0,-0.06,0.03,0.06
0.3763301372528076,-0.08,-0.1,0.05,0.13
0.3802621364593506,0.0,-0.1,0.11,0.14
0.38245391845703125,0.11,0.02,0.08,0.13
0.3883631229400635,0.12,0.22,0.0,0.25
0.398547887802124,0.16,0.36,-0.03,0.39
0.40856289863586426,0.11,0.41,-0.08,0.43
0.4184699058532715,0.02,0.22,0.08,0.23
0.4710109233856201,-0.34,0.13,0.31,0.47
0.4734349250793457,-0.87,0.27,0.74,1.17
0.47596096992492676,-1.25,0.48,0.89,1.6
0.4805419445037842,-1.2,0.51,0.9,1.58
0.4830019474029541,-0.85,0.39,0.67,1.15
0.48651790618896484,-0.55,0.44,0.4,0.81
0.48955392837524414,-0.16,0.62,0.62,0.89
0.4979870319366455,0.35,0.5,0.96,1.13
0.5075910091400146,0.85,0.04,0.83,1.18
0.5178630352020264,0.81,-0.17,0.3,0.88
0.5709209442138672,0.34,0.08,0.23,0.41
0.5735499858856201,-0.2,0.6,0.55,0.83
0.5758309364318848,-0.26,0.7,0.81,1.1
0.5795619487762451,0.25,0.19,0.77,0.83
0.5818870067596436,0.41,-0.23,0.28,0.54
0.5853939056396484,-0.12,-0.4,-0.21,0.46
0.5894448757171631,-1.07,-0.36,-0.32,1.17
0.5971260070800781,-1.73,-0.21,-0.28,1.76
0.6072380542755127,-1.91,0.2,-0.91,2.12
0.6169350147247314,-1.87,0.69,-2.3,3.04
0.66998291015625,-1.32,0.73,-2.71,3.1
0.672569990158081,-0.49,0.43,-1.59,1.71
0.6748759746551514,0.25,0.03,-0.33,0.41
0.6787319183349609,0.53,-0.33,0.15,0.64
0.6816549301147461,0.52,-0.48,0.14,0.72
0.6838870048522949,0.67,-0.36,0.4,0.85
0.6993429660797119,0.97,-0.1,0.59,1.13
0.7017509937286377,1.37,0.14,0.38,1.42
0.7062859535217285,1.68,0.01,0.09,1.68
0.7161879539489746,1.68,-0.05,-0.48,1.74
0.7688169479370117,1.55,0.14,-1.13,1.92
0.7712469100952148,1.5,0.27,-1.66,2.25
0.7735159397125244,1.58,0.2,-1.95,2.51
0.7774660587310791,1.65,0.14,-1.57,2.28
0.7809340953826904,1.62,0.15,-0.89,1.85
0.7835509777069092,1.36,0.23,-0.61,1.5
0.7997391223907471,0.81,0.15,-0.5,0.96
