time,ax,ay,az,atotal
0.0035338401794433594,0.21,0.05,-0.23,0.31
0.05513596534729004,0.26,0.08,-0.23,0.35
0.05643200874328613,0.28,0.11,-0.21,0.36
0.05752086639404297,0.32,0.09,-0.18,0.37
0.06021881103515625,0.29,0.08,-0.16,0.34
0.06269192695617676,0.23,0.09,-0.12,0.27
0.06507205963134766,0.19,0.07,-0.09,0.22
0.07207894325256348,0.18,0.06,-0.08,0.2
0.08180499076843262,0.16,0.04,-0.09,0.18
0.09151291847229004,0.1,0.04,-0.09,0.14
0.1014719009399414,0.1,0.03,-0.11,0.15
0.15317797660827637,0.11,0.05,-0.11,0.16
0.15514087677001953,0.07,0.05,-0.12,0.14
0.15613508224487305,0.07,0.0,-0.11,0.13
0.1584148406982422,0.04,-0.03,-0.15,0.15
0.1608600616455078,0.02,0.0,-0.18,0.18
0.16332697868347168,0.01,0.03,-0.15,0.15
0.17130184173583984,0.0,0.04,-0.18,0.18
0.18103790283203125,0.03,0.04,-0.19,0.19
0.19096612930297852,0.06,0.04,-0.14,0.15
0.20070981979370117,0.01,0.04,-0.1,0.1
0.25885891914367676,-0.03,0.02,-0.06,0.06
0.2607698440551758,-0.05,0.01,-0.07,0.08
0.26181983947753906,-0.06,0.04,-0.12,0.13
0.2644479274749756,-0.06,0.04,-0.16,0.17
0.26654696464538574,-0.03,0.06,-0.15,0.16
0.2695488929748535,0.02,0.04,-0.1,0.1
0.27053308486938477,0.07,0.04,-0.06,0.1
0.2896890640258789,0.07,0.07,-0.05,0.11
0.2908768653869629,0.1,0.05,-0.05,0.12
0.3004031181335449,0.08,0.01,-0.06,0.1
0.3560328483581543,0.08,0.01,-0.04,0.09
0.3574647903442383,0.08,0.01,-0.09,0.12
0.35846495628356934,0.04,0.06,-0.16,0.17
0.36082887649536133,0.08,0.11,-0.14,0.19
0.36295509338378906,0.19,0.09,-0.15,0.25
0.36533689498901367,0.19,0.07,-0.21,0.29
0.3693549633026123,0.16,0.09,-0.28,0.33
0.37979888916015625,0.18,0.14,-0.3,0.37
0.3895878791809082,0.25,0.14,-0.19,0.34
0.3996767997741699,0.18,0.11,-0.11,0.23
0.4552907943725586,0.12,0.11,-0.16,0.22
0.45725107192993164,0.11,0.07,-0.12,0.17
0.4583420753479004,0.27,-0.01,-0.03,0.27
0.46097803115844727,0.63,-0.05,-0.24,0.67
0.46335291862487793,0.84,0.02,-0.47,0.96
0.465756893157959,0.67,0.12,-0.47,0.82
0.46864891052246094,0.55,0.17,-0.31,0.65
0.4789459705352783,0.42,0.16,-0.23,0.5
0.48941802978515625,0.35,0.29,-0.01,0.45
0.4989969730377197,0.56,0.37,0.35,0.75
0.5543060302734375,0.7,0.31,0.45,0.88
0.5562930107116699,0.65,0.26,0.36,0.78
0.5573909282684326,0.57,0.17,0.32,0.67
0.5601320266723633,0.5,0.13,0.33,0.61
0.5625710487365723,0.45,0.09,0.23,0.51
0.5650157928466797,0.5,0.06,0.07,0.5
0.567950963973999,0.57,0.13,-0.23,0.62
0.5781488418579102,0.71,0.14,-0.43,0.84
0.5880880355834961,0.88,0.05,-0.49,1.0
0.5982208251953125,0.84,-0.07,-0.49,0.97
0.6078648567199707,0.67,-0.19,-0.32,0.76
0.658850908279419,0.53,-0.08,-0.13,0.55
0.6601138114929199,0.35,0.09,0.12,0.38
0.6612000465393066,0.23,0.11,0.27,0.37
0.6641359329223633,0.19,0.01,0.29,0.34
