time,ax,ay,az,atotal
0.005000114440917969,0.14,0.03,0.02,0.14
0.006618976593017578,0.06,0.03,0.06,0.09
0.008026123046875,0.0,0.04,0.06,0.07
0.01031494140625,-0.01,0.03,0.0,0.03
0.013194084167480469,0.01,0.04,0.0,0.04
0.014641046524047852,0.07,0.05,-0.01,0.08
0.03287005424499512,0.08,0.07,-0.05,0.11
0.03445911407470703,0.08,0.1,-0.03,0.13
0.0372319221496582,0.08,0.12,0.01,0.14
0.0396580696105957,0.06,0.08,0.04,0.1
0.08601713180541992,0.0,0.04,0.1,0.1
0.08783197402954102,-0.16,0.05,0.18,0.24
0.08940505981445312,-0.21,0.06,0.08,0.23
0.09188604354858398,-0.11,0.03,0.08,0.13
0.0943601131439209,-0.12,0.03,0.12,0.17
0.09669899940490723,-0.08,0.05,0.06,0.11
0.09886503219604492,0.06,0.03,-0.05,0.08
0.11561393737792969,0.06,0.04,-0.02,0.07
0.11710691452026367,-0.02,0.1,0.07,0.12
0.11985015869140625,0.01,0.1,-0.01,0.1
0.12217903137207031,0.03,0.09,0.02,0.09
0.1683790683746338,0.03,0.08,0.04,0.09
0.17000913619995117,0.03,0.06,0.04,0.07
0.17124700546264648,0.03,0.08,0.07,0.11
0.17364501953125,-0.01,0.07,0.04,0.08
0.1761798858642578,-0.06,0.04,0.09,0.11
0.17850589752197266,-0.01,0.05,0.11,0.12
0.17998218536376953,0.04,0.06,0.0,0.07
0.18345904350280762,0.02,0.09,-0.03,0.09
0.18608617782592773,0.03,0.08,0.02,0.08
0.18869900703430176,0.0,0.03,0.04,0.05
0.23435211181640625,-0.03,0.03,0.06,0.07
0.23648691177368164,0.03,0.04,0.04,0.06
0.23796319961547852,0.09,0.09,-0.01,0.12
0.24067306518554688,0.1,0.11,-0.03,0.15
0.24323320388793945,0.11,0.06,-0.03,0.12
0.24639606475830078,0.07,0.05,0.0,0.08
0.2487039566040039,0.03,0.06,0.07,0.09
0.2510671615600586,-0.03,0.06,0.12,0.13
0.25340700149536133,0.01,0.05,0.04,0.06
0.25592708587646484,0.14,0.06,-0.06,0.16
0.3007822036743164,0.13,0.07,-0.07,0.16
0.30255603790283203,0.07,0.09,-0.07,0.13
0.3038930892944336,0.0,0.07,0.03,0.07
0.30651307106018066,-0.08,0.08,0.1,0.15
0.3091740608215332,-0.11,0.12,0.12,0.2
0.31170105934143066,-0.03,0.03,0.09,0.09
0.3131542205810547,0.0,0.05,0.1,0.11
0.3167710304260254,0.04,0.07,0.01,0.08
0.3193080425262451,0.01,0.08,0.0,0.08
0.3217310905456543,0.04,0.09,-0.04,0.1
0.36609697341918945,0.0,0.08,-0.04,0.08
0.3679020404815674,0.0,0.05,0.02,0.05
0.36923789978027344,-0.01,0.05,0.07,0.08
0.3716602325439453,-0.06,0.06,0.05,0.09
0.3744029998779297,0.01,0.05,0.0,0.05
0.377094030380249,0.12,0.06,-0.04,0.13
0.38013219833374023,0.08,0.08,-0.03,0.11
0.38162994384765625,0.03,0.18,0.04,0.18
0.3988971710205078,0.09,0.13,0.01,0.15
0.400501012802124,0.04,0.0,0.02,0.04
0.44410204887390137,0.04,-0.13,0.1,0.16
0.44593095779418945,-0.07,-0.06,-0.13,0.15
0.44750213623046875,-0.2,0.19,0.04,0.27
0.4501810073852539,0.0,0.18,0.23,0.29
0.4527270793914795,-0.07,0.12,0.19,0.23
0.45542001724243164,-0.26,0.15,0.42,0.51
0.4581332206726074,-0.52,0.28,0.5,0.77
0.46083688735961914,-0.44,0.31,0.42,0.68
0.4634220600128174,-0.42,0.33,0.3,0.61
0.4651188850402832,-0.53,0.24,0.37,0.68
0.5229082107543945,-0.74,-0.19,0.31,0.82
0.524651050567627,-1.09,-0.13,0.24,1.12
0.5261290073394775,-0.89,0.16,0.29,0.94
0.5288701057434082,-0.61,0.21,0.17,0.66
0.5302801132202148,-0.59,0.2,0.17,0.64
0.5332920551300049,-0.52,0.4,0.38,0.75
0.5359060764312744,-0.3,0.58,0.65,0.92
0.5385110378265381,-0.29,0.54,0.85,1.04
0.5411210060119629,-0.52,0.22,0.94,1.09
0.5438389778137207,-0.59,0.05,0.82,1.01
0.5875449180603027,-0.72,0.25,0.76,1.07
0.5893590450286865,-0.8,0.46,0.72,1.17
0.5916130542755127,-0.88,0.49,0.67,1.2
0.594351053237915,-1.32,0.6,0.63,1.58
0.5969910621643066,-1.51,0.56,0.48,1.68
0.5985441207885742,-1.27,0.43,0.41,1.4
0.6155900955200195,-1.4,0.45,0.51,1.55
0.6171820163726807,-1.3,0.41,0.55,1.46
0.6199860572814941,-0.77,0.05,0.45,0.89
0.6226639747619629,-0.52,-0.29,0.22,0.63
0.6663341522216797,-0.47,-0.37,-0.41,0.72
0.6682710647583008,-0.59,-0.39,-0.72,1.0
0.6697921752929688,-0.81,-0.28,-0.69,1.1
0.6725702285766602,-0.82,-0.17,-0.68,1.07
0.6752231121063232,-0.9,-0.06,-0.67,1.12
0.6780571937561035,-0.25,-0.03,-0.38,0.45
0.6806249618530273,0.6,0.07,-0.41,0.73
0.6821889877319336,1.33,0.29,-0.23,1.38
0.699976921081543,2.05,0.21,-0.15,2.06
0.7015810012817383,2.29,0.11,-0.22,2.3
0.7046220302581787,2.11,0.02,-0.09,2.11
0.7485311031341553,1.35,-0.12,-0.55,1.46
0.7505350112915039,0.45,-0.32,-0.76,0.93
0.7520251274108887,0.31,-0.44,-0.96,1.1
0.7550559043884277,0.23,-0.33,-1.12,1.19
0.7577180862426758,0.31,-0.07,-0.97,1.02
0.7605040073394775,0.65,0.21,-0.79,1.04
0.7635760307312012,1.04,0.1,-0.74,1.28
0.7650690078735352,1.11,-0.04,-0.34,1.16
0.7829079627990723,0.7,-0.05,0.0,0.7
0.7844960689544678,0.33,-0.14,0.07,0.36
0.8286950588226318,0.32,-0.1,0.0,0.33
0.8306541442871094,0.53,0.24,-0.04,0.58
0.8324360847473145,0.35,0.4,-0.2,0.56
0.8351469039916992,0.16,0.11,-0.15,0.24
0.8378472328186035,0.01,-0.25,0.11,0.27
0.8405070304870605,-0.36,-0.15,0.25,0.46
0.8431038856506348,-0.36,0.01,-0.18,0.4
0.8454110622406006,-0.37,0.4,-0.44,0.7
0.8478388786315918,-0.6,0.23,-0.65,0.91
0.8503799438476562,-0.85,-0.54,-0.06,1.0
0.8946352005004883,-1.51,-0.78,0.09,1.7
