time,ax,ay,az,atotal
0.003144979476928711,0.06,0.24,-0.17,0.3
0.006076812744140625,0.07,0.17,-0.21,0.27
0.008308887481689453,0.08,0.1,-0.13,0.18
0.012048006057739258,0.1,0.05,-0.09,0.14
0.015538930892944336,0.18,0.06,-0.14,0.23
0.017920970916748047,0.25,0.12,-0.14,0.31
0.0216829776763916,0.3,0.21,0.01,0.36
0.024655818939208984,0.33,0.28,0.13,0.45
0.02864694595336914,0.32,0.32,0.17,0.48
0.03212404251098633,0.23,0.32,0.03,0.39
0.09497690200805664,0.11,0.23,0.0,0.25
0.09892988204956055,0.15,0.11,0.13,0.22
0.10180902481079102,0.31,0.01,0.21,0.37
0.10488414764404297,0.45,0.07,0.23,0.51
0.1089010238647461,0.46,0.21,0.12,0.51
0.11276793479919434,0.37,0.28,0.05,0.46
0.11640787124633789,0.25,0.23,0.06,0.34
0.11875104904174805,0.1,0.13,0.17,0.23
0.13444805145263672,-0.04,0.07,0.29,0.3
0.13683199882507324,-0.2,-0.05,0.3,0.36
0.2015700340270996,-0.29,-0.14,0.22,0.39
0.2044849395751953,-0.28,-0.15,0.18,0.36
0.20654702186584473,-0.28,-0.12,0.1,0.32
0.2100081443786621,-0.3,-0.03,-0.05,0.3
0.21299099922180176,-0.31,0.02,-0.18,0.35
0.2159419059753418,-0.16,-0.03,-0.2,0.25
0.21825599670410156,0.09,-0.12,-0.21,0.25
0.23434901237487793,0.19,-0.14,-0.26,0.35
0.23671197891235352,0.1,0.0,-0.3,0.31
0.23969602584838867,-0.03,0.11,-0.3,0.32
0.30364394187927246,-0.07,0.1,-0.23,0.26
0.3066229820251465,-0.12,0.05,-0.12,0.17
0.3088209629058838,-0.19,0.02,-0.01,0.19
0.31255388259887695,-0.16,0.03,0.06,0.17
0.315964937210083,-0.01,-0.01,0.09,0.09
0.318544864654541,0.07,-0.03,0.1,0.12
0.33514404296875,0.06,0.03,0.13,0.14
0.3375868797302246,0.05,0.12,0.2,0.23
0.34095287322998047,0.07,0.13,0.17,0.22
0.3448829650878906,0.1,0.09,0.01,0.13
0.3476428985595703,0.17,0.05,-0.1,0.2
0.41016197204589844,0.23,0.02,-0.15,0.27
0.41315603256225586,0.32,0.03,-0.22,0.38
0.4154670238494873,0.37,0.04,-0.26,0.45
0.4177870750427246,0.35,0.08,-0.28,0.45
0.43444204330444336,0.32,0.11,-0.21,0.39
0.43672800064086914,0.27,0.11,-0.17,0.33
0.44039297103881836,0.19,0.04,-0.1,0.21
0.44450807571411133,0.11,0.01,0.01,0.11
